catalog,translation_key,archive,status,korean
item-ui-all.json,f855610f92f6710032045391,,자체 검수,레코드 42
item-ui-all.json,b33568bb621508aa912b0fad,,자체 검수,"Mazuri - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,8a1a20aa2a7781c3be0f0a36,,자체 검수,레코드 43
item-ui-all.json,0dc263f5c4feeab05db759c8,,자체 검수,"Mazuri - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,b60f3964af5d7e49fa69e880,,자체 검수,레코드 44
item-ui-all.json,151274c20e4174509ed2b110,,자체 검수,"Holoska - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,06e9a95b85b198ff3bc4b848,,자체 검수,레코드 45
item-ui-all.json,deb7262c318f9ce844c9bb0b,,자체 검수,"Holoska - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,72d5d26c5f88cfd42ebd57d1,,자체 검수,레코드 46
item-ui-all.json,68538eb7acfe2f193b97079f,,자체 검수,"Spagonia - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,45b580192964d669349d0c95,,자체 검수,레코드 47
item-ui-all.json,870b6b8660dd83ff64de2f82,,자체 검수,"Spagonia - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,9aade90e902f7e02f2ba53f0,,자체 검수,레코드 48
item-ui-all.json,0967dfb82a28560354fc5918,,자체 검수,"Chun-nan - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,31a2731037b343d07064c029,,자체 검수,레코드 49
item-ui-all.json,b2a87a52d1e2fdf01d24eb97,,자체 검수,"Chun-nan - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,3db0a89196d8a53a9a0887fe,,자체 검수,레코드 50
item-ui-all.json,4618dbacab0d00d3e594f8f3,,자체 검수,"Shamar - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,035920f53004cc7e719a47dc,,자체 검수,레코드 51
item-ui-all.json,5b7e85df026c0f356fbd57a6,,자체 검수,"Shamar - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,4411c8df23dcc33b169e0475,,자체 검수,레코드 52
item-ui-all.json,95ef11c11b83d80d7daea830,,자체 검수,"Empire City - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,03594150452104bf2fbddcc8,,자체 검수,레코드 53
item-ui-all.json,495f33b568528463449266ce,,자체 검수,"Empire City - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,77bcba79a5bc4a237d5a1e22,,자체 검수,레코드 54
item-ui-all.json,6599208decd070c199af0d67,,자체 검수,"Adabat - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,f9c07495c0fce8592849340d,,자체 검수,레코드 55
item-ui-all.json,b482f19aa429cc7fd3156dbc,,자체 검수,"Adabat - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,dcc502c8d4bdccb27d90aa54,,자체 검수,레코드 56
item-ui-all.json,47fcd8ac10d1c45c52fbeca1,,자체 검수,"Eggmanland Entrance
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,389c125701fe87cd9fa49f56,,자체 검수,레코드 57
item-ui-all.json,d7bf9152931a6076edba5899,,자체 검수,"Result Screen
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,e2d61ba19fcca66b88a51ad0,,자체 검수,레코드 58
item-ui-all.json,c22317b42367526cffece383,,자체 검수,"Result Screen - E Rank
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,8400a078a8cac90594ce93a3,,자체 검수,레코드 59
item-ui-all.json,5e076d7dfef1376bcfbb1c8e,,자체 검수,"Stage Clear
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,d727926912bd193d7032725d,,자체 검수,레코드 60
item-ui-all.json,df2c21b048eca0d7da3bc13a,,자체 검수,"Boss Stage Clear
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,0896c90ed34f37b83e95ad49,,자체 검수,레코드 61
item-ui-all.json,c5cd03e483dfb6534dc93d08,,자체 검수,"Opening Movie - First Half
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,69e75f58208a257a8a3daf7a,,자체 검수,레코드 62
item-ui-all.json,1497d8ba0696722226487c9d,,자체 검수,"Opening Movie - Last Half
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,2136904ce6ce85a1f529f587,,자체 검수,비디오테이프 1
item-ui-all.json,20dd67ec4b0f61d7bfd74fd3,,자체 검수,비디오테이프 2
item-ui-all.json,5b49868759be67e361475e3b,,자체 검수,비디오테이프 3
item-ui-all.json,4171fdae195795393ec5ddd5,,자체 검수,비디오테이프 4
item-ui-all.json,02002225bccbedfcbf2e5b96,,자체 검수,비디오테이프 5
item-ui-all.json,62df57942628ad496f390d82,,자체 검수,비디오테이프 6
item-ui-all.json,34d748a3dc339f125b4a277b,,자체 검수,비디오테이프 7
item-ui-all.json,e67e0c97373f5ba59be03dfb,,자체 검수,비디오테이프 8
item-ui-all.json,5d7732a21974d4d50bc4d21a,,자체 검수,비디오테이프 9
item-ui-all.json,a107fbe5ff85a40f23784916,,자체 검수,비디오테이프 10
item-ui-all.json,c85b163630eef554c83facf6,,자체 검수,비디오테이프 11
item-ui-all.json,a435897137d65ab4c0698185,,자체 검수,비디오테이프 12
item-ui-all.json,2f4ba6824ac8de60887b5c97,,자체 검수,비디오테이프 13
item-ui-all.json,b28ad3cddcbb9550ff2a9cdf,,자체 검수,비디오테이프 14
item-ui-all.json,458b8ca6c10c612db72f5260,,자체 검수,비디오테이프 15
item-ui-all.json,7ef1c777a010377591add279,,자체 검수,비디오테이프 16
item-ui-all.json,addc791c0f201ca942aa6482,,자체 검수,비디오테이프 17
item-ui-all.json,7a72a24eabdf31567a31c782,,자체 검수,비디오테이프 18
item-ui-all.json,aa59a1a13268f1d3256a7aa3,,자체 검수,비디오테이프 19
item-ui-all.json,896025e01027427692fc0f87,,자체 검수,비디오테이프 20
item-ui-all.json,193504530150eae1cdbd97ce,,자체 검수,비디오테이프 21
item-ui-all.json,e1538e647eb12349da89dc6f,,자체 검수,비디오테이프 22
item-ui-all.json,f59570eb244abc41cc9c3528,,자체 검수,비디오테이프 23
item-ui-all.json,b942bbd39e82bff4009361dc,,자체 검수,비디오테이프 24
item-ui-all.json,cd11ddb45cf5126ad1e43681,,자체 검수,비디오테이프 25
item-ui-all.json,987c90dbcf0deaf3c4971d13,,자체 검수,비디오테이프 26
item-ui-all.json,3e15e95c5d743e70706b3170,,자체 검수,비디오테이프 27
item-ui-all.json,19cb0b38f24602709c8482d8,,자체 검수,비디오테이프 28
item-ui-all.json,076d72e3bd5cfd494257f8df,,자체 검수,비디오테이프 29
item-ui-all.json,3304a65d8102f023b708b724,,자체 검수,비디오테이프 30
item-ui-all.json,c67fd21fb09034f26ff1b56a,,자체 검수,비디오테이프 31
item-ui-all.json,837fb455d306781124b1d82b,,자체 검수,비디오테이프 32
item-ui-all.json,9dece5985fc14dbaddaf222b,,자체 검수,비디오테이프 33
item-ui-all.json,624ebf09eb65367f489a536b,,자체 검수,비디오테이프 34
item-ui-all.json,1c7734d672197d0cc6e9a87c,,자체 검수,비디오테이프 35
item-ui-all.json,832e121de3ddb45230a77f12,,자체 검수,비디오테이프 36
item-ui-all.json,3c1b90d8c1f0e8682ae1f318,,자체 검수,비디오테이프 37
item-ui-all.json,97903a3b02864d2419937de1,,자체 검수,비디오테이프 38
item-ui-all.json,7a42b6f11edc49d897d60902,,자체 검수,비디오테이프 39
item-ui-all.json,e47ca0a3273215451f5987b3,,자체 검수,비디오테이프 40
item-ui-all.json,07ad892ef25c55052d23462e,,자체 검수,비디오테이프 41
item-ui-all.json,518b2a6284d6c16ca7cb0d87,,자체 검수,비디오테이프 42
item-ui-all.json,95c644a76899bce45c80749c,,자체 검수,비디오테이프 43
item-ui-all.json,4761f50195df148ed69d043d,,자체 검수,비디오테이프 44
item-ui-all.json,513eece745b256261a20ccd7,,자체 검수,비디오테이프 45
item-ui-all.json,beffe5fcca8f747bc7894925,,자체 검수,비디오테이프 46
item-ui-all.json,0b4843c9940cf793a7d9790d,,자체 검수,비디오테이프 47
item-ui-all.json,b256c68a4975a1984397d8e2,,자체 검수,비디오테이프 48
item-ui-all.json,5abbb3d12d60bf1de5177c5a,,자체 검수,비디오테이프 49
item-ui-all.json,eab7ef1c160ba26a1aa43d74,,자체 검수,비디오테이프 50
item-ui-all.json,4b10628a8f7e0900452186e5,,자체 검수,비디오테이프 51
item-ui-all.json,5a22517fa308134c731a9299,,자체 검수,비디오테이프 52
item-ui-all.json,0ee3df249406cd7bcc8be7ef,,자체 검수,비디오테이프 53
item-ui-all.json,29205e1527b8c35f3137acdb,,자체 검수,비디오테이프 54
item-ui-all.json,e6bf7c7d382e1160ba9275ce,,자체 검수,비디오테이프 55
item-ui-all.json,1440e2c6497bf0745220f9b6,,자체 검수,비디오테이프 56
item-ui-all.json,98d8fb2618fb560fd84f09fd,,자체 검수,비디오테이프 57
item-ui-all.json,9275283f834433dfec8ad500,,자체 검수,비디오테이프 58
item-ui-all.json,668204ea1e918a6b4f2625a9,,자체 검수,비디오테이프 59
item-ui-all.json,df163860c70d423b8b24e07e,,자체 검수,"선명한 녹색을 띤 담백한 흰살생선
큰 것은 2미터 정도까지 자란다"
item-ui-all.json,9c1d0f092fe3ae858602ac3e,,자체 검수,설정 자료집 1
item-ui-all.json,803468f434a1cbd11679c404,,자체 검수,설정 자료집 2
item-ui-all.json,063c2e68d0ea867ae1bd12e6,,자체 검수,설정 자료집 10
item-ui-all.json,4f6eb9014318990d1a829aec,,자체 검수,설정 자료집 11
item-ui-all.json,f25aab3bf0488a5bfb7c4352,,자체 검수,설정 자료집 12
item-ui-all.json,90b52576c1e9d1dd0d9f508b,,자체 검수,설정 자료집 13
item-ui-all.json,11309a88163cfdd25c6cb847,,자체 검수,설정 자료집 14
item-ui-all.json,b5d5958160497e7c85c8940a,,자체 검수,설정 자료집 15
item-ui-all.json,b488dc632d4d41838dace39c,,자체 검수,설정 자료집 16
item-ui-all.json,a7612c09442619ee537f7bc5,,자체 검수,설정 자료집 17
item-ui-all.json,99682df12c5a08d64db07a74,,자체 검수,설정 자료집 18
item-ui-all.json,713b958faca2163925072ef2,,자체 검수,설정 자료집 19
item-ui-all.json,07f2a2f0c5c6f1418eb31d16,,자체 검수,설정 자료집 20
item-ui-all.json,a27f86d058ade14b6375c800,,자체 검수,설정 자료집 21
item-ui-all.json,19f68b8438b412b5ca4dc6fb,,자체 검수,설정 자료집 22
item-ui-all.json,b1444bc33d87114d9ca9c626,,자체 검수,설정 자료집 23
item-ui-all.json,98ccb757dcfb55f5cac187bb,,자체 검수,설정 자료집 24
item-ui-all.json,aa8646fd42959be949e0b645,,자체 검수,설정 자료집 25
item-ui-all.json,7651c1e09329855b4d5b3235,,자체 검수,설정 자료집 26
item-ui-all.json,9d885e73d69c85feb9ef55e7,,자체 검수,설정 자료집 27
item-ui-all.json,d363fd7cf11ea47448e82fc7,,자체 검수,설정 자료집 28
item-ui-all.json,91c7c80f5e415a3a53a3a4e0,,자체 검수,설정 자료집 29
item-ui-all.json,05fec4a2a4fff783d3255494,,자체 검수,설정 자료집 31
item-ui-all.json,28215f4bdc9b0f6fcab01169,,자체 검수,설정 자료집 32
item-ui-all.json,bca7a66880e369f1b818219f,,자체 검수,설정 자료집 41
item-ui-all.json,79de8a8fd18f32f24de632c6,,자체 검수,설정 자료집 42
item-ui-all.json,799cab09ee29ce27196dc45e,,자체 검수,설정 자료집 51
item-ui-all.json,7c51c4bd3071b44f3c16a7b9,,자체 검수,설정 자료집 52
item-ui-all.json,72cc23711064275e255f375d,,자체 검수,설정 자료집 61
item-ui-all.json,0554897e18ea43e080b7bd74,,자체 검수,설정 자료집 62
item-ui-all.json,98c3936c576256fb77e6f001,,자체 검수,설정 자료집 71
item-ui-all.json,018c6e3adb96dc4a5af07f70,,자체 검수,레코드 2
item-ui-all.json,dc896ae006afa18e9dde7036,,자체 검수,레코드 10
item-ui-all.json,f6b76c7ff17e34d9c55d2e27,,자체 검수,레코드 11
item-ui-all.json,e1d3685ddc1767ea6094be2f,,자체 검수,레코드 12
item-ui-all.json,5575212b95334a4ee5eb9655,,자체 검수,레코드 13
item-ui-all.json,b9a6220e09e23e69f2df2201,,자체 검수,레코드 14
item-ui-all.json,6e6ef55e04573d1768692394,,자체 검수,레코드 15
item-ui-all.json,82a21d554ae5b95905bc4abf,,자체 검수,레코드 16
item-ui-all.json,4a77f11a42c7cf3e215faf26,,자체 검수,레코드 17
item-ui-all.json,6dccc8c62f1693fbdbf430a6,,자체 검수,레코드 18
item-ui-all.json,de43f97b6a457696b2a80034,,자체 검수,레코드 19
item-ui-all.json,83ce6af0dac00eda1f2ae164,,자체 검수,레코드 20
item-ui-all.json,43c8c10862e1625f6a921fd1,,자체 검수,레코드 21
item-ui-all.json,66b9ada2463f97240e64b4c3,,자체 검수,레코드 22
item-ui-all.json,f8d02f0adf37f6b7fec2f80a,,자체 검수,레코드 23
item-ui-all.json,0923535d787e40261d5179cd,,자체 검수,레코드 24
item-ui-all.json,c9115b362d0c03a03e8d15e6,,자체 검수,레코드 25
item-ui-all.json,4062340c9bede53bc8cb1932,,자체 검수,레코드 26
item-ui-all.json,ae552174a5f1dbabbbb45b46,,자체 검수,레코드 27
item-ui-all.json,b19b1f75f3e2eb97d810e2e3,,자체 검수,레코드 28
item-ui-all.json,e540f4f1db49cd0b281f5d8f,,자체 검수,레코드 29
item-ui-all.json,a23ceb77bb77e11f9b718aae,,자체 검수,레코드 31
item-ui-all.json,1cc18a6da445511b35598be7,,자체 검수,레코드 32
item-ui-all.json,25b61d963922ade47c253c2e,,자체 검수,"Tornado Defense - 1st Battle
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,84932923548d134e66e13cf6,,자체 검수,"Tornado Defense - 2nd Battle
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,94f84d2436c7c906ac3500d4,,자체 검수,레코드 41
item-ui-all.json,cfed78e106739130f1f31db9,,자체 검수,레코드 42
item-ui-all.json,50737cf6b0f44caf12e4626b,,자체 검수,레코드 51
item-ui-all.json,cde2c558c8351fd1b257be60,,자체 검수,레코드 52
item-ui-all.json,510fba06463eaea73c073763,,자체 검수,레코드 61
item-ui-all.json,32d7d15b823b932caba620dd,,자체 검수,레코드 62
item-ui-all.json,0a20f65563b16b78a484b2ed,,자체 검수,비디오테이프 1
item-ui-all.json,e176665c22d81e15892830fc,,자체 검수,비디오테이프 2
item-ui-all.json,d3f65c9b1f22fade55fe4b8b,,자체 검수,비디오테이프 10
item-ui-all.json,8ec6fd34e21e2f8b9b4bf62a,,자체 검수,비디오테이프 11
item-ui-all.json,f5696e4aba33bf3914a5a3b9,,자체 검수,비디오테이프 12
item-ui-all.json,5d32df1562483f7b8b030fe2,,자체 검수,비디오테이프 13
item-ui-all.json,d114ac1ceece8364cede204f,,자체 검수,비디오테이프 14
item-ui-all.json,fc8479eb4c3cd482f4d04169,,자체 검수,비디오테이프 15
item-ui-all.json,bb4b444d17b91fa9e2c42343,,자체 검수,비디오테이프 16
item-ui-all.json,e93f616ede92c3bc3843327e,,자체 검수,비디오테이프 17
item-ui-all.json,2cc9d0ec34555d1782ffcc4e,,자체 검수,비디오테이프 18
item-ui-all.json,59331feb1d96f2a4b5c9925b,,자체 검수,비디오테이프 19
item-ui-all.json,a8ecf7855b0158975be2d1e6,,자체 검수,비디오테이프 20
item-ui-all.json,bed00d6bec9461f38ccede34,,자체 검수,비디오테이프 21
item-ui-all.json,bff1b709cc7bb7decaf3d621,,자체 검수,비디오테이프 22
item-ui-all.json,1a724790b7075724e23843ea,,자체 검수,비디오테이프 23
item-ui-all.json,6726983323f3a9c173e4b70c,,자체 검수,비디오테이프 24
item-ui-all.json,cfafb743e5a0a094ed101665,,자체 검수,비디오테이프 25
item-ui-all.json,e28d036358ddb08e34820e54,,자체 검수,비디오테이프 26
item-ui-all.json,681b192fb42ad0981874ae34,,자체 검수,비디오테이프 27
item-ui-all.json,d101611295503cc6067bac57,,자체 검수,비디오테이프 28
item-ui-all.json,5c13c589ac5a663adfb5b6b1,,자체 검수,비디오테이프 29
item-ui-all.json,2b7ed852d088f2984a31beac,,자체 검수,비디오테이프 31
item-ui-all.json,2c4a0bfd00f489a223efda02,,자체 검수,비디오테이프 32
item-ui-all.json,af61c2c98b8407789b619a1c,,자체 검수,비디오테이프 41
item-ui-all.json,05c9fefce24b06a7e9ff4fd6,,자체 검수,비디오테이프 42
item-ui-all.json,484a15c60cbe6580d022f468,,자체 검수,비디오테이프 51
item-ui-all.json,5277fbb24ed6de7bfe998abd,,자체 검수,비디오테이프 52
item-ui-all.json,1a15f71a782fd7aaf0ad2052,,자체 검수,설정 자료집 12
item-ui-all.json,3e235cb38deea593bc023b6b,,자체 검수,설정 자료집 21
item-ui-all.json,9a6912bcc54fbf2b47302954,,자체 검수,레코드 12
item-ui-all.json,dd810c3a09f600114e91c338,,자체 검수,레코드 21
item-ui-all.json,65fb1241023d195aa40c3df3,,자체 검수,비디오테이프 12
item-ui-all.json,e8b20c521dc10e1eba12da9f,,자체 검수,비디오테이프 21
item-ui-all.json,9888fda8b5dacd927412cf94,,자체 검수,"5년 정도 푹 숙성한 치즈
데우면 알맞게 녹아 맛있다"
item-ui-all.json,4e13183538b658b5ea20eb5f,,자체 검수,"vs. Titan & Big Mother
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,ecbdaaf6e3ba4246880a1fd0,,자체 검수,"Jungle Joyride - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,8e29a855ab92a1da076ff606,,자체 검수,"Intro: Jungle Joyride - Night
(축음기 또는 오디오로 들을 수 있습니다)"
media-room-ending-ui-all.json,81f7cc5a299ecd971a53d4f0,,확정 검수 · 제작용 원문,comment
media-room-ending-ui-all.json,7e75f39fc8a10fc57c34bd0e,,자체 검수,"이 지역에서는 옛날부터 썰매로
이동했다고 합니다 진짜 썰매는
아주 튼튼해서 100명이 타도
끄떡없다더군요"
media-room-ending-ui-all.json,27e0e2a0666c5f0c59749a35,,자체 검수,"친절하고 정중한 말투로 손님을
맞는 '파도 사이의 갈매기'
주인. 가게를 시작한 지 30년
동안 별다른 변화 없이 평온하게
살아왔다. 교회 앞에서 느긋하게
바닷바람을 맞으며 바다를
바라보는 시간이 가장 행복하다."
media-room-ending-ui-all.json,7880e57a8ff9f1bf95566420,,자체 검수,"아나스타시아의 남편인 느긋하고
마이페이스인 80세 노인. 자신이
아나스타시아를 가장 잘 이해한다고
생각해 말을 제대로 못 하는
그녀를 통역하지만, 진실은
과연……?"
media-room-ending-ui-all.json,5b336ca7a9aa8c9e0f393d6d,,자체 검수,"학생 식당의 셰프.
그의 가게는 스파고니아에서도
역사가 오래된 식당이며 그는
3대째 주인이다. 날마다
열정적으로 새 메뉴를 만들고
바르바라에게 맛을 보게 한다."
media-room-ending-ui-all.json,e7dbedecd01e2a23fb31e08a,,자체 검수,"솜씨 좋은 구두 장인이자
나탈리아의 남편. 20년 동안
신발 하나만을 철저히 고집해
왔다. 최근 빨리 달릴 수 있다는
신기한 신발 소문을 듣고 꼭 한번
보고 싶어 한다."
media-room-ending-ui-all.json,e34fc931442502a3693cde25,,자체 검수,"90년 동안 고기만두를 만들어
왔다. 최근 외동딸에게 만드는
법을 전수하고 은퇴했다.
오랫동안 손님을 상대해 온
덕분에 한번 보기만 해도
상대의 됨됨이를 알아본다."
media-room-ending-ui-all.json,35f3ac6153f3058eefec6f02,,자체 검수,"아이 여덟을 둔 씩씩한 어머니.
열 식구의 식사를 30분 만에
만드는 요리의 달인이다. 사실은
아이를 더 원했지만 이미 세상을
떠난 남편이 '제발 그만'이라고
했다는 이야기가 있다."
media-room-ending-ui-all.json,ec8f3dffb2d2001b7066c7f5,,자체 검수,"야리수레의 아내. 예전에는 이
지방에서 첫손에 꼽히는 미인으로
유명했다. 남편에게 엄격해
보이지만 제대로 남편을 생각한다.
얼마 전에도 '매일 춥네'라고
한 남편을 위해 목욕물
온도를 60도로 맞춰 주었다."
media-room-ending-ui-all.json,85e29faf43746f9394d1ceda,,자체 검수,"한때 길이 2미터 이상인
물고기를 혼자 낚아 올렸을
만큼 솜씨 좋은 어부.
늘 붙임성 좋은 사람이지만 딸
이야기가 나오면 성격이 달라진다."
media-room-ending-ui-all.json,1367c3a25762969c132858d6,,자체 검수,"자칭 '연애 전문가'. 연애
경험은 별만큼 많다고 하며 어려운
사랑의 ABC를 가르쳐 준다.
부탁하면 실전으로도 알려 준다.
물론 상대는 루이 몽탕이다."
media-room-ending-ui-all.json,c9773812b9f0895802e1be46,,자체 검수,"1분에 수십억의 돈을
움직이는 뛰어난 사업가.
사람에게 주어진 시간은 한정되어
있으므로 그 전부를 자신에게
투자하는 것이 옳다고 생각한다.
'보스'는 업무상 이름이며
본명은 공개하지 않았다."
media-room-ending-ui-all.json,d3a83b29f8c96cdf09247d8f,,자체 검수,"오랫동안 이곳에서 교사로 일해
'리즈'라는 애칭으로 사랑받는
여성. 아이들의 웃는 얼굴을
좋아하고 누구든 챙기려 드는
것은 교사이기 때문일까? 지금껏
가르친 학생은 2천 명이 넘는다."
media-room-ending-ui-all.json,3fb0f5494d0a9740535b9ff3,,자체 검수,EF-DC1998
media-room-ending-ui-all.json,108c6c37b507a70f03894296,,자체 검수,EF-MD1991
media-room-ending-ui-all.json,b5b458595011205a7ef095fa,,자체 검수,"고참 에그맨 파이터이자
에그맨 랜드의 매점 직원.
성실하고 에그맨을 향한
충성심도 높지만 AI가
낡아 가끔 말이 어눌해진다."
media-room-ending-ui-all.json,c80c998ad4534cc4568b0d1d,,자체 검수,EF-XB2006
media-room-ending-ui-all.json,2919a6d0996f713f493c6a6b,,자체 검수,"에그 파이터의 손이 분리되어
이족 보행 로봇이 된 모습.
독립적인 AI를 탑재해 본체가
파괴되어도 혼자 움직이며
소닉에게 덤빈다. 가끔
본체와 싸우기도 한다고 한다."
media-room-ending-ui-all.json,a793fcf44df090e2a7b25b71,,자체 검수,"이 별을 파괴하기 위해서만
존재하는 어둠의 화신. 오랜
시간 대지의 사기를 흡수하며
성장해 별의 핵 속에서 각성의
때를 기다린다. (가이아
문서 제4장 11절에서 인용)"
media-room-ending-ui-all.json,635ae3395042dd3b484cd519,,자체 검수,"다크 가이아가 완전히 깨어나
어둠의 팔로 대지를 감쌀 때 이
별에 종말이 찾아온다. 파괴되어
멸망한 별은 언젠가 올 치유의
때를 기다리며 어둠 속에서 아주
긴 잠에 들 것이다. (가이아
문서 제4장 28절에서 인용)"
media-room-ending-ui-all.json,40cea51b3df733e6f108d04a,,자체 검수,어둠에 휩싸인 세계 Act 2
media-room-ending-ui-all.json,8bc4eec1b9601e816756c928,,자체 검수,어둠에 휩싸인 세계 Act 3
media-room-ending-ui-all.json,d397a92f54056813830a7162,,자체 검수,어둠에 휩싸인 세계 Act 4
media-room-ending-ui-all.json,2b6cd1305d0d8067f4e0c0c9,,자체 검수,어둠에 휩싸인 세계 Act 5
media-room-ending-ui-all.json,0c33ee0cdac4e844b9d2c321,,자체 검수,되찾은 빛 Act 2
media-room-ending-ui-all.json,20a4f572a612af38ab481be9,,자체 검수,되찾은 빛 Act 3
media-room-ending-ui-all.json,71255c4df4c2cc69025b5703,,자체 검수,되찾은 빛 Act 4
media-room-ending-ui-all.json,2158d31bfc100fce01c16361,,자체 검수,되찾은 빛 Act 5
media-room-ending-ui-all.json,f386a8b4cdf30e1bf171ee4e,,자체 검수,The World Adventure
media-room-ending-ui-all.json,2998fec4ce6cdff0d37b70a0,,자체 검수,Endless Possibility
media-room-ending-ui-all.json,73f3ee400d49c71b73bc5fef,,자체 검수,Dear My Friend
media-room-ending-ui-all.json,ab43af069f6f640142e3d30b,,자체 검수,Opening Movie - First Half
media-room-ending-ui-all.json,e17f53a50674bb90b4a4545b,,자체 검수,Opening Movie - Last Half
media-room-ending-ui-all.json,ac22b6f3221d90d2b8dd3043,,자체 검수,Windmill Isle Suburbs - Day
media-room-ending-ui-all.json,cd78903653ed1e01041e5087,,자체 검수,Windmill Isle - Day
media-room-ending-ui-all.json,26f4c8aef70a1a539f36d0d7,,자체 검수,Savannah Citadel - Day
media-room-ending-ui-all.json,6d413ecba10b366e708f90bf,,자체 검수,Cool Edge - Day
media-room-ending-ui-all.json,9fc1ae3e8062ebf68693c83d,,자체 검수,Rooftop Run - Day
media-room-ending-ui-all.json,3b1a8a440319467b4f779f60,,자체 검수,Dragon Road - Day
media-room-ending-ui-all.json,77c897eae891ddcbb2a7b4d4,,자체 검수,Arid Sands - Day
media-room-ending-ui-all.json,40752812d58aee5c1d2fb12a,,자체 검수,Skyscraper Scamper - Day
media-room-ending-ui-all.json,9dc4d966f77f2968b1f632c8,,자체 검수,Jungle Joyride - Day
media-room-ending-ui-all.json,26f2808445ca680a25553443,,자체 검수,Eggmanland - Day
media-room-ending-ui-all.json,5ed26c57216e6486ba3ef428,,자체 검수,Werehog Battle Theme
media-room-ending-ui-all.json,f7ea4f091c3238849a4771f9,,자체 검수,vs. Titan & Big Mother
media-room-ending-ui-all.json,8d20322a5aaf5cb2e07b65e2,,자체 검수,Intro: Windmill Isle - Night
media-room-ending-ui-all.json,66de1fcd7ba375f87ad0e264,,자체 검수,Windmill Isle - Night
media-room-ending-ui-all.json,46959cd3e7f5fdcb40da6020,,자체 검수,Intro: Savannah Citadel - Night
media-room-ending-ui-all.json,109d9d4a64eca074f21640ae,,자체 검수,Savannah Citadel - Night
media-room-ending-ui-all.json,673c7176fafacb64275056c2,,자체 검수,Intro: Cool Edge - Night
media-room-ending-ui-all.json,7867eb39f2d3c9b6f1274a1a,,자체 검수,Cool Edge - Night
media-room-ending-ui-all.json,9b268679dcd0be0c2dd83351,,자체 검수,Intro: Rooftop Run - Night
media-room-ending-ui-all.json,f838469939c89dfa2393c922,,자체 검수,Rooftop Run - Night
media-room-ending-ui-all.json,26ada613f023ef501d0f262b,,자체 검수,Intro: Dragon Road - Night
media-room-ending-ui-all.json,552853b0564f30187af0ea46,,자체 검수,Dragon Road - Night
media-room-ending-ui-all.json,8a104b0e8042bb0e1d455709,,자체 검수,Intro: Arid Sands - Night
media-room-ending-ui-all.json,572184cf17df60474627969a,,자체 검수,Arid Sands - Night
media-room-ending-ui-all.json,fb058643c2d9049abb6891e4,,자체 검수,Intro: Skyscraper Scamper - Night
media-room-ending-ui-all.json,9a1afd8f4a235111dbd97716,,자체 검수,Skyscraper Scamper - Night
media-room-ending-ui-all.json,4ff470c28e9a35fe28cbf408,,자체 검수,Intro: Jungle Joyride - Night
media-room-ending-ui-all.json,5054ede993ac61a0929c6920,,자체 검수,Jungle Joyride - Night
media-room-ending-ui-all.json,a074c3bffe63cd46cb602ef5,,자체 검수,Eggmanland - Night
media-room-ending-ui-all.json,add6532d4a634fc2e5c58a5b,,자체 검수,Boss Battle - Day
media-room-ending-ui-all.json,29d50f92b43cfbe68e36185b,,자체 검수,Boss Battle - Night
media-room-ending-ui-all.json,bf1341f731f45375d229e9a0,,자체 검수,vs. Egg Dragoon
media-room-ending-ui-all.json,368eb9a99ad2bdc9de3f8615,,자체 검수,vs. Dark Gaia
media-room-ending-ui-all.json,21975ba07e7f774184fecd3d,,자체 검수,Super Sonic vs. Perfect Dark Gaia
media-room-ending-ui-all.json,d955bfa64c50319402f0592c,,자체 검수,Tornado Defense - 1st Battle
media-room-ending-ui-all.json,0acb27fee240b92bac7df156,,자체 검수,Tornado Defense - 2nd Battle
